location,GADM_boxes,date,time,caption
Phnom Penh,"[39/16/108]",20150122,175030+0000,"A villager from the Boeung Kak lake community looks through a gap in court's main gate as she holds a picture ofland activist, right, during a protest rally in front of Appeals Court in Phnom Penh, Cambodia, Thursday, Jan. 22, 2015. The villagers staged a protest to demand the release of detained land rights activists and monks who were sentenced last November to 1 year in prison. Phnom Penh's Boueng Kak is a lake area the government awarded to a Chinese company for commercial development, including a hotel, office buildings and luxury housing. (AP Photo/Heng Sinith)"
New Delhi,"[105/10/121]",20150213,232157+0000,"Indian laborers set up an elaborate tent to host a reception for couples who have been made to tie the knot on Valentine's Day, at the office of the Hindu Mahasabha, a right-winged Hindu organization, in New Delhi, India, Saturday, Feb. 14, 2015. The Hindu organization had said it would force couples to get married if they were seen together in the open, as this was considered an indecent expression of love. The organization had reportedly posted vigilantes across the city for this purpose. (AP Photo/Shruti Jain)"
Hong Kong,"[102]",20141206,153828+0000,"A man walks past the protesters' tents at the occupied area outside government headquarters in Hong Kong Saturday, Dec. 6, 2014. Hong Kong student leaders said Thursday they're considering retreating from protest sites on city streets after more than two months in the latest sign that momentum is fading in their movement for greater democracy. (AP Photo/Kin Cheung)"
London,"[239/1/103,239/1/100,239/1/109,239/1/46,239/1/34,239/1/32,239/1/45,239/1/14,239/1/56,239/1/31,239/1/89,239/1/50,239/1/54]",20141011,140208+0000,"Demonstrators hold banners in Parliament Square in London, Saturday, Oct. 11, 2014. Demonstrators were calling for support for the Kurdish resistance against the Islamic State group in Kobane and Rojava. (AP Photo/Kirsty Wigglesworth)"
Bogota,"[52/14/568]",20141007,182743+0000,"A clown, member of the National Union of Circus Artists, plays with a small umbrella during an anti-government protest in Bogota, Colombia, Tuesday, Oct. 7, 2014. Unions marched today to protest against the government's economic policies and to demand better job opportunities. (AP Photo/Fernando Vergara)"
Letpadan,"[154/2/9]",20150306,074825+0000,"Police officers march to reinforce positions at a students' sit-in protest site in Letpadan, north of Yangon, Myanmar Friday, March 6, 2015. In another location in Letpadan, 140 kilometers (90 miles) north of the country's main city Yangon, police cracked down on student protesters opposing Myanmar's new education law, roughly grabbing demonstrators and loading them onto trucks in the third such clampdown in as many days. (AP Photo/Gemunu Amarasinghe)"
Buenos Aires,"[11/5/184]",20141204,190737+0000,"A demonstrator smokes marijuana during a protest calling to legalize the cultivation of cannabis for personal use in front the National Congress in Buenos Aires, Argentina, Thursday, Dec. 4, 2014. Argentine law prohibits the cultivation, consumption and sale of cannabis. (AP Photo/Natacha Pisarenko)"
Hong Kong,"[102]",20141027,122733+0000,"Founders of the Occupy Central civil disobedience movement Chan Kin-man takes a rest at a tent in an occupied area outside government headquarters in Hong Kong's Admiralty district in Hong Kong Monday, Oct. 27, 2014. The leaders of Hong Kong's pro-democracy protests on Sunday canceled a vote on what the next step should be in their monthlong street occupation, saying they hadn't properly consulted with the demonstrators before calling the referendum. (AP Photo/Vincent Yu)"
Letpadan,"[154/2/9]",20150302,142024+0000,"Student protesters confront a police officer who tries to prevent them from traveling to join another group of students in a monastery, in Letpadan, north of Yangon, Myanmar, Monday, March 2, 2015. Truckloads of police prevented hundreds of students from marching onward to Myanmar's old capital Monday to protest a new law that they say will curb academic freedom. (AP Photo/Gemunu Amarasinghe)"
Hong Kong,"[102]",20141209,122940+0000,"Pro-democracy protesters' tents are seen at the occupied area outside government headquarters in Hong Kong Tuesday, Dec. 9, 2014. Hong Kong authorities and activists are set for one last showdown after the publication Tuesday of a court order authorizing the removal of barricades and tents blocking the Asian financial hub's streets for more than two months. (AP Photo/Vincent Yu)"
London,"[239/1/103,239/1/100,239/1/109,239/1/46,239/1/34,239/1/32,239/1/45,239/1/14,239/1/56,239/1/31,239/1/89,239/1/50,239/1/54]",20141201,134019+0000,"Residents from the New Era estate in east London, originally built as affordable housing for local workers, and their supporters march through central London with placards to hand a petition into 10 Downing Street, Monday, Dec. 1, 2014.  The residents of the estate, comprising of 93 families, are demanding that U.K. leaders prevent U.S. property investment firm Westbrook Partners from raising rents to market levels.  (AP Photo/Matt Dunham)"
Everett,"[240/48/2985]",20140902,092709+0000,"Abby Brockway sits atop a tripod erected on train tracks Tuesday, Sept. 2, 2014, in Everett, Wash. About a dozen demonstrators blocked the tracks at a Burlington Northern Santa Fe yard to protest oil and coal export terminals in the Northwest. (AP Photo/Elaine Thompson)"
Ankara,"[232/7]",20150216,131753+0000,"Thousands members of Turkey's Bar Associations with one holding a poster of Ozgecan Aslan, 20, a student, in poster, whose body was found Friday in Mersin in southern Turkey, march to the parliament in Ankara, Turkey, Monday, Feb. 16, 2015. Aslan allegedly fought a sexual assault before being killed by the driver of a bus she'd taken to go home. (AP Photo/Burhan Ozbilici)"
Havana,"[58/4]",20141210,113924+0000,"An opposition activist is detained by Cuban security officers before the start of a march marking International Human Rights Day in Havana, Cuba, Wednesday, Dec. 10, 2014. The march was organized by the \"Damas de Blanco,\" or Women in White, a pro-democracy group of women activists. The demonstrators where picked up by the police as soon as they arrived, while hundreds of pro-government loyalist sang patriotic songs and slogans. (AP Photo/Ramon Espinosa)"
Hong Kong,"[102]",20141021,115231+0000,"A woman draws a picture in front of an art work made by umbrellas and barricades at an occupied area by pro-democracy protesters outside the gate of government headquarters in Hong Kong's Admiralty district, Tuesday, Oct. 21, 2014. Hong Kong officials and student leaders will hold talks to try to end pro-democracy protests gripping the southern Chinese city for more than three weeks, though chances of success are slim given vast differences between the two sides. (AP Photo/Vincent Yu)"
Hong Kong,"[102]",20141005,074431+0000,"A lone pro-democracy student protester sleeps in an occupied public park in Hong Kong, Sunday, Oct. 5, 2014. Bolstered by a massive rally overnight, Hong Kong's pro-democracy activists were defiant on the eighth day of protests Sunday in the face of attacks by opponents and government warnings to clear the business district streets they have occupied to press their demand for reforms. (AP Photo/Wally Santana)"
Islamabad,"[170/4/9]",20150123,143840+0000,"Supporters of the Pakistani religious political party Jamaat-e-Islami rally to condemn the French magazine for publication of a caricature of Prophet Muhammad in the latest issue of French satirical weekly Charlie Hebdo, in Islamabad, Pakistan, Friday, Jan. 23, 2015. Placard in center reads \"Muhammad we are ready to die for you.\" (AP Photo/B.K. Bangash)"
Narbal,"[105/15/192]",20150418,114107+0000,"Mother of Suhail Ahmed Sofi, center top, shouts freedom slogans as other relatives wail during Sofi's funeral procession in Narbal some 15 Kilometers (10 miles) North of Srinagar, Indian controlled Kashmir, Saturday, April 18, 2015. Government forces fired on anti-India protesters Saturday and killed a teenage student on the second day of violent clashes in the disputed Himalayan region, police said. Relatives disputed the official account, saying the boy was killed in custody. In an unusual move for law enforcement in Kashmir, police quickly opened a case for murder and began investigating the boy's death. (AP Photo/Dar Yasin)"
Hong Kong,"[102]",20141022,133318+0000,"A pro-democracy protester rests at an occupied area outside government headquarters in Hong Kong's Admiralty district Wednesday, Oct. 22, 2014. The student-led protests are rooted in growing discontent among young people about poor economic prospects amid one of the world's biggest wealth gaps. The protesters want Hong Kong's government to abandon a requirement by China's legislature for a committee to screen candidates for inaugural 2017 elections for the top leader. They say it gives the city's pro-Beijing elite too much say. (AP Photo/Vincent Yu)"
Hong Kong,"[102]",20141211,172614+0000,"Police officers take away a protester at the occupied area outside government headquarters in Hong Kong Thursday, Dec. 11, 2014. Hong Kong police on Thursday took away demonstrators who refused to leave the main pro-democracy protest camp and tore down their tents in a final push to retake streets occupied by activists for two and a half months. (AP Photo/Kin Cheung)"
Oakland,"[240/5/184]",20141209,225729+0000,"California Highway Patrol Officer Hatzenbuhler keeps protesters marching against police violence from storming Interstate 980 on Tuesday, Dec. 9, 2014, in Oakland, Calif. Several hundred demonstrators rallied for the fourth consecutive day with some occupying a freeway and looting a supermarket. (AP Photo/Noah Berger)"
Panama City,"[173/11/62]",20150129,161553+0000,"A protester holds up a newspaper's front page featuring Panama's former President Ricardo Martinelli and the title in Spanish \"They're going for the big fish\" at an anti-corruption protest in Panama City, Thursday, Jan. 29, 2015. Panamanians are demanding all corrupt officials be punished and stolen public funds be returned, one day after the Supreme Court voted to open a corruption probe against the billionaire supermarket magnate Martinelli. (AP Photo/Arnulfo Franco)"
